name,neighbourhood,latitude,longitude,room_type,minimum_nights,price,price_per_night,number_of_reviews,last_review,reviews_per_month
Beautiful 3br Wicker Park Duplex!,West Town,41.90049899,-87.67627645,Entire home/apt,2,$225.00,$112.50,7,23/04/2017,0.68
Bright 1bd in Ukrainian / Humboldt,West Town,41.89840151,-87.6967315,Entire home/apt,2,$99.00,$49.50,11,03/04/2017,0.48
The Heart of Wicker Park: 2 Bedroom,West Town,41.90956641,-87.67847543,Entire home/apt,3,$225.00,$75.00,9,07/05/2017,0.82
Cool one bedroom apartment in super 'hood,West Town,41.90010403,-87.67399777,Entire home/apt,3,$118.00,$39.33,0,,
Wicker Park 1 Bedroom Haven,West Town,41.90598921,-87.68389875,Entire home/apt,2,$180.00,$90.00,6,18/03/2017,0.57
Sleep Like a Champion!,West Town,41.89445881,-87.67995037,Entire home/apt,2,$99.00,$49.50,55,08/05/2017,3.57
Newly remodeled Smart Condo in Trendy Wicker Park,West Town,41.90334002,-87.67393027,Entire home/apt,4,$200.00,$50.00,2,25/11/2016,0.34
Warm up to Ukrainian Village,West Town,41.89648556,-87.67828659,Entire home/apt,1,$90.00,$90.00,24,05/05/2017,4.65
Handsome in Wicker Park,West Town,41.91034711,-87.68197894,Entire home/apt,1,$75.00,$75.00,3,10/06/2016,0.18
Huron street,West Town,41.89548791,-87.67983224,Entire home/apt,2,$200.00,$100.00,0,,
"River West, Grand Blue Line Stop",West Town,41.89396863,-87.6497538,Private room,2,$100.00,$50.00,78,09/11/2016,1.61
1 bd/1 bth (of 3 bd/3bth unit) - WP,West Town,41.90430479,-87.66185419,Private room,5,$100.00,$20.00,0,,
5 bedrooms in Ukrainian Village,West Town,41.89419993,-87.67797946,Entire home/apt,1,$350.00,$350.00,0,,
Great bedroom in an updated home,West Town,41.90221621,-87.69372466,Private room,1,$175.00,$175.00,1,23/09/2016,0.13
Sunny Flat in Wicker Park,West Town,41.90072494,-87.67487946,Entire home/apt,4,$120.00,$30.00,7,02/08/2016,0.37
Artsy 3BR in River West,West Town,41.89504529,-87.65211073,Entire home/apt,2,$259.00,$129.50,8,06/02/2017,1.13
Private Suite in Humboldt Park/Logan Square,West Town,41.91007737,-87.70386967,Entire home/apt,2,$45.00,$22.50,12,26/04/2017,2.26
Hip & Modern Wicker Park 2 BDRM!,West Town,41.90530986,-87.66734688,Entire home/apt,2,$99.00,$49.50,147,07/05/2017,4.59
Clutter Free Cozy & Clean Hotelesk,West Town,41.90928706,-87.69241655,Private room,1,$50.00,$50.00,31,10/11/2016,1.53
Hip Homebase to Explore Chicago,West Town,41.91345101,-87.66769781,Entire home/apt,2,$150.00,$75.00,68,30/04/2017,3.06
Room near division blue line,West Town,41.90529635,-87.66656406,Private room,1,$40.00,$40.00,0,,
1 Bedroom 1 Bath - and Roofdeck,West Town,41.89409667,-87.6505985,Private room,1,$95.00,$95.00,10,18/10/2015,0.31
Room in wicker park town home,West Town,41.8986568,-87.66591869,Private room,1,$100.00,$100.00,9,06/11/2016,0.45
Private UK Village Room,West Town,41.89971196,-87.67351867,Private room,1,$57.00,$57.00,11,07/05/2017,0.85
Split-Level Artist Loft,West Town,41.88921151,-87.65358997,Entire home/apt,1,$200.00,$200.00,18,17/04/2017,0.89
Spacious and Sunny One Bedroom,West Town,41.89508337,-87.66160806,Entire home/apt,1,$125.00,$125.00,4,01/08/2016,0.41
Cozy Room in Beautiful Penthouse,West Town,41.8943424,-87.66233076,Private room,1,$85.00,$85.00,19,18/04/2017,1.61
Cozy Garden Apartment,West Town,41.91184468,-87.69954173,Entire home/apt,1,$90.00,$90.00,27,06/11/2016,2.15
Studio in heart of Wicker Park,West Town,41.90935922,-87.6764595,Entire home/apt,2,$105.00,$52.50,15,27/08/2016,1.3
"Beautiful, 2BR w/ Balcony, Great Neighborhood",West Town,41.89749544,-87.69836306,Entire home/apt,2,$115.00,$57.50,8,26/03/2017,0.87
3 Bedroom 3.5 Bathroom Condo in West Town,West Town,41.89112077,-87.6613635,Entire home/apt,2,$359.00,$179.50,2,19/03/2017,0.38
Super Comfortable Bedroom For Frequent Travelers,West Town,41.89579035,-87.66379492,Private room,1,$59.00,$59.00,37,06/05/2017,3.81
"Brand new apartment, free parking!",West Town,41.90445501,-87.67879674,Entire home/apt,1,$142.00,$142.00,1,23/04/2017,1
A Hide Out in the Heart of Chitown,West Town,41.89819204,-87.66776206,Entire home/apt,2,$56.00,$28.00,12,30/04/2017,1.3
Just renovated Wicker Park loft steps to subway,West Town,41.90222413,-87.66798907,Entire home/apt,2,$190.00,$95.00,7,18/12/2016,0.91
Spacious Chicago Duplex Loft,West Town,41.89679269,-87.66023342,Entire home/apt,2,$149.00,$74.50,52,07/05/2017,2.26
"Wicker Park: Clean+Homey, walk to trains",West Town,41.90943833,-87.66895395,Entire home/apt,30,$139.00,$4.63,18,17/04/2016,0.63
Spacious Clean Chicago Three Bedroom w/Parking,West Town,41.89359317,-87.68621119,Entire home/apt,2,$125.00,$62.50,37,30/04/2017,4.48
"Great location, Great design.",West Town,41.90330057,-87.67186359,Entire home/apt,1,$125.00,$125.00,84,04/05/2017,1.58
Co-Working Studio + Gallery + Exhibition Studio,West Town,41.91088004,-87.69165078,Entire home/apt,1,$500.00,$500.00,0,,
Funky Fresh 3 BR Vintage Apartment,West Town,41.90155679,-87.69451439,Entire home/apt,2,$90.00,$45.00,46,07/05/2017,4.95
Large room in Art Gallery ((:,West Town,41.90977739,-87.67719199,Private room,1,$50.00,$50.00,20,25/04/2017,0.8
Modern 2BR/2BA in W. Wicker Park,West Town,41.90761732,-87.68575306,Entire home/apt,2,$129.00,$64.50,166,07/05/2017,3.99
Sunny Ukrainian Village / Wicker Park Brown Stone,West Town,41.89775768,-87.67932679,Private room,2,$65.00,$32.50,3,27/04/2017,0.48
Master BR & BA - clean/accessible,West Town,41.88973583,-87.66083125,Private room,3,$115.00,$38.33,0,,
"Cozy ukranian village 2 bed, 3bath",West Town,41.89673851,-87.69211418,Entire home/apt,1,$200.00,$200.00,4,16/04/2017,1.33
Sunny Humble Abode,West Town,41.89214555,-87.66857297,Private room,1,$65.00,$65.00,24,07/11/2016,1.82
Come enjoy Chicago! With available parking!,West Town,41.89737709,-87.67789918,Private room,1,$100.00,$100.00,5,07/05/2017,0.78
Downtown Luxury Townhouse (special),West Town,41.88938777,-87.65504619,Entire home/apt,1,$249.00,$249.00,85,23/04/2017,2.7
West Town Walk Up Bright 1 Bedroom Near Everything,West Town,41.90517983,-87.69145668,Entire home/apt,3,$94.00,$31.33,8,24/04/2017,3.53
Modern urban oasis,West Town,41.91033377,-87.68443905,Entire home/apt,30,$150.00,$5.00,5,30/11/2016,0.31
Wicker Park Priv. Room w/ Rooftop,West Town,41.90846054,-87.6706849,Private room,2,$125.00,$62.50,1,05/09/2016,0.12
"(REMODEL) Price Drop! Great Deal, Great area!",West Town,41.8899816,-87.66239843,Private room,1,$74.00,$74.00,46,17/03/2017,0.79
Private bath & bdrm in lovely condo,West Town,41.89403451,-87.68074623,Private room,1,$62.00,$62.00,64,24/04/2017,2.64
Awesome room conveniently located.,West Town,41.89858009,-87.66869312,Private room,1,$75.00,$75.00,6,08/05/2017,3.4
Air mattress to enjoy Chicago! With parking!,West Town,41.89834952,-87.67780609,Shared room,1,$50.00,$50.00,15,07/05/2017,2.42
*LovelyBrightRoom#2*in*CentralApt*,West Town,41.90204966,-87.69812165,Private room,1,$40.00,$40.00,62,23/01/2017,4.87
Serene private master bedroom in Humboldt Park!,West Town,41.89679293,-87.6973292,Private room,2,$85.00,$42.50,1,08/05/2017,1
Huge private br in Wicker/Ukranian,West Town,41.90449972,-87.682465,Private room,3,$53.00,$17.67,87,02/05/2017,1.54
Cute Private Room in Wicker Park,West Town,41.90491752,-87.6723263,Private room,1,$100.00,$100.00,28,02/04/2017,1.18
5 ★ Dreamy Loft in Wicker Park,West Town,41.91360566,-87.68530906,Entire home/apt,2,$200.00,$100.00,28,09/05/2017,2.19
Artist Loft w/ Sauna + Rooftop Deck,West Town,41.90226108,-87.67969966,Private room,1,$150.00,$150.00,110,08/05/2017,3.13
Room in large apt. w/ GREAT location & views!,West Town,41.89990408,-87.66200337,Private room,1,$85.00,$85.00,1,15/04/2017,1
"Guest BR in spacious, modern loft",West Town,41.90235459,-87.67933444,Private room,1,$63.00,$63.00,61,28/04/2017,5.03
Convenient Bedroom in Wicker Park,West Town,41.91174282,-87.68596205,Private room,1,$59.00,$59.00,101,08/05/2017,2.97
Heart of East Village/Wicker Park,West Town,41.89759618,-87.67734657,Entire home/apt,2,$128.00,$64.00,33,19/12/2016,1.62
Gorgeous Ukrainian Village condo w/ roof & view,West Town,41.89721213,-87.66910144,Entire home/apt,2,$131.00,$65.50,4,09/10/2016,0.35
Bright and Relaxing 1BR w/ Private Rooftop Access,West Town,41.90628573,-87.67332828,Private room,4,$85.00,$21.25,0,,
The Heart of Wicker Park,West Town,41.90709073,-87.67244583,Private room,1,$65.00,$65.00,29,27/04/2017,3.82
Bee hive apartment 2nd,West Town,41.90032735,-87.69303867,Entire home/apt,1,$80.00,$80.00,77,07/05/2017,2.86
Cozy Vintage Humboldt Park Room,West Town,41.91185741,-87.69906319,Private room,2,$65.00,$32.50,61,09/04/2017,2.61
Art-Filled Vintage Ukrainian Village Private Room,West Town,41.90174493,-87.68562929,Private room,2,$68.00,$34.00,18,24/04/2017,2.05
Beautiful 3 BR in Best Neighborhood in Chicago,West Town,41.89438393,-87.66828644,Entire home/apt,2,$160.00,$80.00,18,01/05/2017,4.95
The Hideaway :),West Town,41.89105751,-87.65757508,Entire home/apt,2,$111.00,$55.50,77,26/04/2017,4.37
Modern 3 bedroom Chicago condo with rooftop deck!,West Town,41.89483606,-87.6947528,Entire home/apt,2,$400.00,$200.00,2,14/08/2016,0.17
"Vintage, Cozy & Fun!",West Town,41.90599986,-87.69500651,Entire home/apt,3,$115.00,$38.33,148,09/04/2017,2.56
COZY TOP BUNK 2,West Town,41.90993354,-87.68895362,Shared room,1,$49.00,$49.00,0,,
"Master Bedroom, Heart of Wicker Park",West Town,41.90994491,-87.67520207,Private room,1,$39.00,$39.00,34,08/05/2017,9.19
Full Basement with Breakfast!,West Town,41.90403188,-87.69131577,Private room,2,$47.00,$23.50,7,12/04/2017,1.23
"Close, Cozy and Creative, Noble Square Apt.",West Town,41.89459129,-87.66472397,Entire home/apt,1,$108.00,$108.00,8,08/05/2017,1.47
Clean + Crisp 1 BR - UK Village,West Town,41.89917263,-87.67214799,Entire home/apt,1,$95.00,$95.00,64,27/04/2017,3.76
Great space in hip neighborhood!,West Town,41.89253017,-87.66047827,Private room,2,$55.00,$27.50,129,30/04/2017,3.68
River West Loft with Roof Deck,West Town,41.89302634,-87.66020806,Entire home/apt,2,$179.00,$89.50,1,07/05/2017,1
“Dobryj Den”Cozy 1BR in heart of Ukrainian Village,West Town,41.89749927,-87.68055394,Entire home/apt,2,$118.00,$59.00,1,07/05/2017,1
Wicker Park- 2Br/1Ba LOCATION,West Town,41.90735654,-87.68422692,Entire home/apt,2,$199.00,$99.50,14,24/04/2017,1.08
4 bedroom duplex in Wicker Park,West Town,41.91026666,-87.66717305,Entire home/apt,2,$260.00,$130.00,5,07/05/2017,2.78
Private room in a chill household!,West Town,41.91014754,-87.69674151,Private room,1,$32.00,$32.00,8,06/05/2017,2.5
RIVER WEST ROOM CLOSE TO EVERYTHING,West Town,41.89950049,-87.65755562,Private room,1,$50.00,$50.00,14,13/04/2017,1.19
Extra Wide Ukranian Village 2br/2ba,West Town,41.89779042,-87.67735328,Entire home/apt,45,$150.00,$3.33,10,18/04/2017,0.57
Cozy 2Br w/ Patio & Separate Entry in West Town!,West Town,41.89442772,-87.6718895,Private room,1,$80.00,$80.00,5,23/04/2017,0.81
Single Traveler's Best: East Village,West Town,41.8991635,-87.67700212,Entire home/apt,2,$95.00,$47.50,7,01/05/2017,0.72
Spacious Chicago loft,West Town,41.89043299,-87.65778188,Private room,2,$60.00,$30.00,46,25/04/2017,2.31
"Private Room, Cozy Ukie Village Apt",West Town,41.90071391,-87.68811528,Private room,2,$65.00,$32.50,23,02/05/2017,1.21
Cozy and Chill Humboldt Park Apt!,West Town,41.89615473,-87.6979619,Private room,2,$46.00,$23.00,15,10/10/2016,0.57
"Clean, Cozy and Close to Everything",West Town,41.89473274,-87.68153754,Private room,1,$70.00,$70.00,18,23/12/2016,0.69
Downtown Chicago (West Town). Restaurants and Bars,West Town,41.89535703,-87.6717111,Private room,2,$65.00,$32.50,0,,
"Cozy, comfy & clean: Private room in Humboldt Park",West Town,41.90101428,-87.70600745,Private room,1,$50.00,$50.00,47,10/04/2017,3.45
Prime Wicker Park location w/ free parking,West Town,41.90771898,-87.68121496,Private room,2,$74.00,$37.00,6,18/12/2016,0.85
The Coolest Wicker Park 2 BDRM!!,West Town,41.90531401,-87.6671333,Entire home/apt,2,$99.00,$49.50,92,24/04/2017,4.02
Large room in Art Gallery (:,West Town,41.90977542,-87.67690616,Private room,1,$50.00,$50.00,34,31/03/2017,1.34
Urban Oasis--Wicker Park2 Vintage,West Town,41.90143199,-87.67835795,Private room,2,$65.00,$32.50,119,06/12/2016,2.56
Heart of Bucktown,West Town,41.90772392,-87.66743839,Entire home/apt,1,$79.00,$79.00,9,07/05/2017,5.09
Great loft space with private room.,West Town,41.88957341,-87.67314518,Private room,3,$68.00,$22.67,30,06/05/2017,1.53
Amazing West Town 3rd Floor Penthouse,West Town,41.89717342,-87.67231568,Entire home/apt,2,$109.00,$54.50,189,25/03/2017,6.65
4 Bedroom Apartment- Perfect for Large Groups,West Town,41.90264824,-87.67273122,Entire home/apt,1,$149.00,$149.00,41,29/04/2017,5.17
Charming Ukrainian Village Condo,West Town,41.90006007,-87.68508939,Entire home/apt,2,$300.00,$150.00,2,12/10/2015,0.1
"Maitri Chicago Creative, Mindful and Progressive.",West Town,41.90958099,-87.6881181,Private room,1,$75.00,$75.00,5,23/01/2017,0.95
Chicago room minutes from Downtown,West Town,41.9117341,-87.67310427,Private room,3,$60.00,$20.00,4,08/03/2017,0.39
Zen Traveler Room,West Town,41.89693077,-87.68032886,Private room,3,$59.00,$19.67,27,10/08/2013,0.37
Modern Condo with roofdeck where East meets West!,West Town,41.89462894,-87.6594265,Entire home/apt,3,$600.00,$200.00,8,30/04/2017,1.3
SpaciousCondo steps from Blue Line,West Town,41.89648,-87.66721834,Entire home/apt,3,$200.00,$66.67,0,,
*Wicker Park*2 units*Sleeps 6-18*By train/downtown,West Town,41.89843164,-87.66659355,Entire home/apt,2,$250.00,$125.00,89,25/04/2017,1.46
Tiny Studio Apartment 94 Walk Score,West Town,41.90284494,-87.6818296,Entire home/apt,2,$80.00,$40.00,242,02/05/2017,2.53
Spacious duplex in trendy Bucktown,West Town,41.91129027,-87.68337194,Entire home/apt,2,$289.00,$144.50,3,21/08/2016,0.25
LUXURY 3BD/2BTH in HIP WICKER PARK w/FREE PARKING!,West Town,41.90505791,-87.66687744,Entire home/apt,2,$275.00,$137.50,16,23/04/2017,2.44
Urban Oasis--Wicker Park Vintage,West Town,41.9013595,-87.679734,Private room,2,$65.00,$32.50,249,07/05/2017,3.56
Wicker Park 1-bedroom,West Town,41.9131104,-87.67423195,Entire home/apt,3,$89.00,$29.67,3,30/04/2017,0.36
Spacious two bedroom with patio!,West Town,41.90383419,-87.69455169,Entire home/apt,2,$110.00,$55.00,104,16/04/2017,3.62
Lovely master bedroom w/ private bathroom and deck,West Town,41.90947666,-87.67371756,Private room,2,$90.00,$45.00,0,,
Wicker Park Luxury Rooftop Skyline ,West Town,41.9139469,-87.66829853,Private room,2,$70.00,$35.00,77,24/04/2017,2.26
Hip Studio in HOT Ukrainian Village / Wicker Park,West Town,41.90281305,-87.67216294,Entire home/apt,3,$149.00,$49.67,42,10/04/2017,2.03
Vintage Apartment ABOVE A BAR!!,West Town,41.89919611,-87.68598822,Entire home/apt,2,$85.00,$42.50,64,10/05/2017,5.5
Scandinavian Warmth in Wicker Park,West Town,41.90050707,-87.66480852,Private room,1,$120.00,$120.00,20,06/05/2017,2.28
"Bright, Modern Studio Suite w/Yard",West Town,41.89410351,-87.66070836,Entire home/apt,2,$100.00,$50.00,35,24/04/2017,2.86
Comfy 2 BR West Town Apartment,West Town,41.89589941,-87.66574267,Entire home/apt,2,$99.00,$49.50,30,20/03/2017,2.2
Turquoise Tower w Porch,West Town,41.89136814,-87.64688171,Private room,1,$68.00,$68.00,3,25/04/2017,3
Sunny & Chic 2Br - West Chicago,West Town,41.89745188,-87.6761273,Entire home/apt,2,$119.00,$59.50,28,07/05/2017,2.49
Spaciously Cozy 2 Bed in Heart of West Town,West Town,41.89188997,-87.65667856,Entire home/apt,1,$165.00,$165.00,1,30/10/2016,0.16
Posh 2BR in River West,West Town,41.89409801,-87.65185878,Entire home/apt,2,$109.00,$54.50,10,17/02/2017,1.29
Modern penthouse w/private rooftop,West Town,41.89977208,-87.66894433,Private room,2,$115.00,$57.50,8,19/09/2016,0.39
Queen Bunk Beds + Walk In Closet,West Town,41.90683777,-87.68973922,Private room,2,$60.00,$30.00,19,08/05/2017,0.93
Room 2 - Business/Clean/Accessible,West Town,41.88936242,-87.65871457,Private room,3,$89.00,$29.67,1,09/11/2016,0.16
"Incredible, one of a kind, great location,3bd,2bth",West Town,41.90227157,-87.66346261,Entire home/apt,1,$425.00,$425.00,53,24/04/2017,2.69
"Modern, Private BDRM in Redfin's Hottest Hood",West Town,41.89764724,-87.67782873,Private room,1,$69.00,$69.00,15,01/01/2017,1.47
Great Wicker Park Vibe + Privacy,West Town,41.90663214,-87.67293125,Private room,2,$65.00,$32.50,37,23/04/2017,1.88
Purple palace in West Town!,West Town,41.89540917,-87.67536771,Private room,2,$80.00,$40.00,18,09/04/2017,0.72
Sweetest Room in Wicker Park!,West Town,41.90446443,-87.67319202,Private room,1,$85.00,$85.00,21,26/09/2016,1.01
Bespoke Artist Loft by Chicagoan,West Town,41.89763559,-87.67583638,Entire home/apt,1,$200.00,$200.00,0,,
The Cutest Wicker Park 1 BDRM!!,West Town,41.90427087,-87.66726211,Entire home/apt,2,$99.00,$49.50,164,02/05/2017,5.25
Gorgeous private Wicker Park/Ukranian Village apt!,West Town,41.90025104,-87.68147352,Entire home/apt,2,$175.00,$87.50,10,23/04/2017,4.05
Cozy Garden Studio w/Easy Commute,West Town,41.90852768,-87.68947584,Entire home/apt,2,$84.00,$42.00,0,,
Large Penthouse in Prime Wicker Park Location,West Town,41.91049702,-87.6758848,Private room,1,$49.00,$49.00,102,05/05/2017,8.57
Cozy 1bd/1bath bdrm w/stunning city views!,West Town,41.89484024,-87.66600476,Private room,3,$60.00,$20.00,2,07/11/2016,0.31
The Best West Chicago House II,West Town,41.89455005,-87.67970878,Entire home/apt,2,$175.00,$87.50,62,07/05/2017,3.77
Private room in Wicker Park loft at Six Corners,West Town,41.91030829,-87.67526102,Private room,1,$75.00,$75.00,15,16/10/2016,1.67
"Charming (4BR,3BH) great location!",West Town,41.89342698,-87.66776136,Entire home/apt,2,$155.00,$77.50,10,07/05/2017,0.98
Wicker Park Walk Up,West Town,41.9063906,-87.66613039,Private room,1,$62.00,$62.00,68,24/04/2017,4.26
Private room+bath in Wicker Park,West Town,41.90436116,-87.67953414,Private room,2,$74.00,$37.00,58,06/05/2017,2.19
"Wicker Park, Close to Excitement and Blue Line",West Town,41.90831356,-87.68064811,Private room,1,$74.00,$74.00,17,07/05/2017,2.76
Eclectic 2BR w/ Vintage Charm,West Town,41.88912969,-87.66763217,Entire home/apt,3,$130.00,$43.33,138,07/12/2016,2.34
Modern Condo in Ukrainian Village,West Town,41.89917473,-87.68745132,Entire home/apt,2,$120.00,$60.00,13,30/04/2017,2.36
"COZY ROOM, FREE PARKING",West Town,41.90371068,-87.67623027,Private room,1,$28.00,$28.00,18,08/05/2017,4.66
Simple Budget-Friendly Garden Apartment,West Town,41.90623957,-87.69183876,Entire home/apt,1,$99.00,$99.00,76,16/04/2017,2.56
West Town Rooftop Pad,West Town,41.89377011,-87.65797243,Private room,1,$70.00,$70.00,5,13/11/2016,0.43
Cozy room in a charming area,West Town,41.89360132,-87.68235535,Private room,1,$60.00,$60.00,0,,
Beautiful apartment in River West just for you!,West Town,41.89362277,-87.6530188,Entire home/apt,1,$109.00,$109.00,0,,
King Size 1BR/1BA in W. Wicker Park,West Town,41.90645154,-87.68640921,Entire home/apt,1,$79.00,$79.00,142,29/04/2017,5.37
Artful 19th Century Home,West Town,41.89825335,-87.66731465,Entire home/apt,1,$109.00,$109.00,94,05/05/2017,3.98
Private bedroom/bathroom in River West,West Town,41.896609,-87.65723045,Private room,3,$65.00,$21.67,7,06/05/2017,4.04
Street Art style Loft in Wicker Park,West Town,41.91312855,-87.68720589,Entire home/apt,1,$125.00,$125.00,6,27/11/2016,0.53
Pretty Nice West Town Apartment,West Town,41.89587303,-87.66394121,Entire home/apt,2,$99.00,$49.50,27,08/05/2017,0.82
The Best 2 Bed in Wicker Park,West Town,41.90473631,-87.66453432,Entire home/apt,2,$250.00,$125.00,5,21/04/2017,0.53
Cozy Bedroom in Spacious Duplex Apt,West Town,41.91344447,-87.69030794,Private room,3,$55.00,$18.33,96,24/04/2017,2.38
Cozy Room in Wicker Park/West Town,West Town,41.90012952,-87.6658182,Private room,1,$30.00,$30.00,99,04/05/2017,5.98
Vintage Big Bright Top Foor 2br 2bath,West Town,41.90443386,-87.68779298,Entire home/apt,18,$37.00,$2.06,1,31/07/2016,0.11
Entire floor in West Town,West Town,41.89071998,-87.66133597,Private room,1,$99.00,$99.00,15,02/05/2017,2.09
